"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","gender",,"withFamily","age","howDidYouHearAboutThis","howDidYouHearAboutThis1","whatDrewYou","whatDrewYou1","howYouArrive","howYouArrive1","parkingGood","whereLive","whereLive1","wantHappenAgain","spendMoreTimeIfTrafficFree","howMuchSpendingToday","learnAboutNewBusinesses","suggestionsComments","enterRaffleFamilyCycling","likeContactAbout","Type","Platform","Agent","Referrer"
88564299,"2014-05-05 04:41:34","2014-05-05 04:41:34","63.249.68.13","US","United States","California","Female",,1,"18-40","Word of Mouth",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No","Keep the carsout pls","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564301,"2014-05-05 04:51:27","2014-05-05 04:51:27","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article| Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564302,"2014-05-05 04:55:21","2014-05-05 04:55:21","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Newspaper Article",,"Community and family  fun",,"Walk",,,,"Happy valley","Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564303,"2014-05-05 04:57:13","2014-05-05 04:57:13","63.249.68.13","US","United States","California","Male",,2,"18-40","Facebook",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$51-100","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564304,"2014-05-05 04:59:35","2014-05-05 04:59:35","63.249.68.13","US","United States","California","Female",,1,"63+","Newspaper Article",,"Free activities| music & info booths",,"Walk",,,"Santa Cruz",,"Yes","Yes","$1-10","Yes",,"No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564305,"2014-05-05 05:02:54","2014-05-05 05:02:54","63.249.68.13","US","United States","California","Male",,1,"18-40","I just happened upon it",,"Community and family  fun",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","Yes","No comments| everything looks great","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564307,"2014-05-05 05:12:23","2014-05-05 05:12:23","63.249.68.13","US","United States","California","Female",,1,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No","I would suggest you don&apost span around the corner on to Monterey so that the event feels more vibrant and full. Maybe have more activities for families with kids| like bike obstacle course| ping pong tables| mini golg etc...","No","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564308,"2014-05-05 05:15:35","2014-05-05 05:15:35","63.249.68.13","US","United States","California","Female",,"5+","18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes","Keep it coming!!! This is great!","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564310,"2014-05-05 05:38:58","2014-05-05 05:38:58","63.249.68.13","US","United States","California","Female",,"5+","18-40",,"Internet","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Car",,"Yes",,"Santa clara","Yes","Yes","$51-100","No","Make event frequent!!","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564311,"2014-05-05 05:44:26","2014-05-05 05:44:26","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Email/Web",,,"Helping","Car",,"Yes","Watsonville",,"Yes","Yes","$1-10","No","Do it often","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564312,"2014-05-05 05:47:44","2014-05-05 05:47:44","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Newspaper Article| Facebook| Word of Mouth| Email/Web| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Car",,"Yes","Santa Cruz",,"Yes","Yes","$1-10","Yes",,"No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564313,"2014-05-05 05:52:14","2014-05-05 05:52:14","63.249.68.13","US","United States","California","Female",,2,"18-40","Facebook| Word of Mouth| Email/Web| Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Pleasure Point",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564314,"2014-05-05 05:53:42","2014-05-05 05:53:42","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article",,"Community and family  fun",,"Car",,"Yes","Live Oak",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564315,"2014-05-05 06:02:39","2014-05-05 06:02:39","63.249.68.13","US","United States","California","Male",,2,"18-40","Word of Mouth| Good Times ad",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$100+","Yes","I love the aria","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564316,"2014-05-05 06:16:10","2014-05-05 06:16:10","63.249.68.13","US","United States","California","Male",,"5+","41-62","Word of Mouth",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events| No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564318,"2014-05-05 06:26:02","2014-05-05 06:26:02","63.249.68.13","US","United States","California","Male",,1,"63+","Newspaper Article| Word of Mouth",,"Community and family  fun",,"Car",,"Yes","Soquel",,"Yes","Yes","$11-25","No",,"No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564510,"2014-05-05 02:49:27","2014-05-05 02:49:27","63.249.68.13","US","United States","California","Male",,2,"63+","Newspaper Article| Facebook| Word of Mouth| Email/Web| Poster/Flier| Good Times ad",,"Shopping & Dining",,"Bike",,,"Capitola",,"Yes","Yes","$100+","Yes","thanks!","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564513,"2014-05-05 03:01:26","2014-05-05 03:01:26","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564514,"2014-05-05 03:04:41","2014-05-05 03:04:41","63.249.68.13","US","United States","California","Male",,"5+","18-40","Word of Mouth| Email/Web",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Soquel",,"Yes","Yes",,"No",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564515,"2014-05-05 03:10:21","2014-05-05 03:10:21","63.249.68.13","US","United States","California","Female",,4,"41-62","Newspaper Article",,"Free activities| music & info booths| Community and family  fun",,"Walk",,,"Live Oak",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564516,"2014-05-05 03:12:56","2014-05-05 03:12:56","63.249.68.13","US","United States","California","Male",,1,"41-62","Email/Web",,"Closed road for walking| bicycling & playing",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","Yes","great evelnt for family with activities","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564518,"2014-05-05 03:20:54","2014-05-05 03:20:54","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Soquel",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564519,"2014-05-05 03:23:37","2014-05-05 03:23:37","63.249.68.13","US","United States","California","Male",,2,"63+","Newspaper Article",,,"all!","Walk",,,"Soquel",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564521,"2014-05-05 03:26:36","2014-05-05 03:26:36","63.249.68.13","US","United States","California",,,4,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$51-100","No","more booths","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564522,"2014-05-05 03:29:12","2014-05-05 03:29:12","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","No","$1-10","No",,"Yes",,"Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564523,"2014-05-05 03:35:08","2014-05-05 03:35:08","63.249.68.13","US","United States","California","Female",,"I did not come with my family","63+","Newspaper Article| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,,,"Yes","Yes","$51-100","Yes","resteraunts should have food on the streets","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564524,"2014-05-05 03:38:19","2014-05-05 03:38:19","63.249.68.13","US","United States","California","Male",,2,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Santa Cruz",,"Yes","Yes","$11-25","Yes","kite event was a neat bonus.  try to pair up with things like this.","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564525,"2014-05-05 03:47:49","2014-05-05 03:47:49","63.249.68.13","US","United States","California","Male",,2,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Bike",,,"San Lorenzo Valley",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564527,"2014-05-05 03:50:11","2014-05-05 03:50:11","63.249.68.13","US","United States","California","Male",,3,"41-62","Facebook",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Live Oak",,"Yes","Yes","$100+","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564528,"2014-05-05 03:56:19","2014-05-05 03:56:19","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Email/Web",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Bike",,,"Soquel",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564529,"2014-05-05 04:01:34","2014-05-05 04:01:34","63.249.68.13","US","United States","California","Female",,"5+","63+","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining","i like keeping cars off road","Walk",,,"San Lorenzo Valley",,"Yes","Yes","$11-25","No","doitmore often","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564530,"2014-05-05 04:10:16","2014-05-05 04:10:16","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article",,"Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564531,"2014-05-05 04:17:21","2014-05-05 04:17:21","63.249.68.13","US","United States","California","Male",,"5+","63+","I just happened upon it",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$11-25","No","i like it without cars and more space for people","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564532,"2014-05-05 04:20:49","2014-05-05 04:20:49","63.249.68.13","US","United States","California","Female",,2,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes","advertise on cruzio website bc people look at that for what to do. more publicity bc people didn&apost know about it","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564534,"2014-05-05 04:22:11","2014-05-05 04:22:11","63.249.68.13","US","United States","California","Male",,"5+","41-62","Newspaper Article",,"Community and family  fun",,"Walk",,,"Soquel",,"Yes","Yes","$51-100","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564535,"2014-05-05 04:33:07","2014-05-05 04:33:07","63.249.68.13","US","United States","California","Female",,3,"63+","Word of Mouth",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","Yes","please have more of these","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564536,"2014-05-05 04:37:24","2014-05-05 04:37:24","63.249.68.13","US","United States","California","Male",,2,"18-40","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","Yes","close this street forever","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564540,"2014-05-05 04:42:21","2014-05-05 04:42:21","63.249.68.13","US","United States","California","Female",,2,"41-62",,"banner","Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$100+","No","serve beer","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564541,"2014-05-05 04:48:45","2014-05-05 04:48:45","63.249.68.13","US","United States","California","Female",,"5+","41-62","I just happened upon it",,"Closed road for walking| bicycling & playing| Shopping & Dining",,"Walk",,,,"own home here but live in santa clara county","Yes","Yes","$26-50","Yes","didnt see any advertising before . more people would come down...banners on posts weeks before","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564542,"2014-05-05 04:53:23","2014-05-05 04:53:23","63.249.68.13","US","United States","California","Female",,"5+","0-17",,"was visiting and heard","Shopping & Dining",,"Walk",,,,"east bay","Yes","Yes","$100+","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564543,"2014-05-05 04:56:40","2014-05-05 04:56:40","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article| Email/Web| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Community and family  fun","need to get out of the house","Walk",,,"Live Oak",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564545,"2014-05-05 05:04:31","2014-05-05 05:04:31","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$100+","Yes","shut down more of the village to cars. ","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564546,"2014-05-05 05:12:25","2014-05-05 05:12:25","63.249.68.13","US","United States","California","Male",,3,"18-40","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Car",,"Yes","Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564548,"2014-05-05 05:18:08","2014-05-05 05:18:08","63.249.68.13","US","United States","California","Male",,3,"41-62","I just happened upon it",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","No","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564549,"2014-05-05 05:30:59","2014-05-05 05:30:59","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Word of Mouth| Email/Web| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Santa Cruz",,"Yes","Yes","$11-25","Yes","this is great! do it again!","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564550,"2014-05-05 05:45:23","2014-05-05 05:45:23","63.249.68.13","US","United States","California","Male",,2,"63+","I just happened upon it",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Soquel",,"Yes","Yes","$1-10","No","we would love more promotion and awareness of ecology awaresness| promotion of paper straws| and how to better take care of our envonment.","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564551,"2014-05-05 05:53:57","2014-05-05 05:53:57","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Soquel",,"Yes","Yes","$11-25","No","THANKS!!!","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564552,"2014-05-05 05:55:07","2014-05-05 05:55:07","63.249.68.13","US","United States","California","Female",,"5+","41-62","Newspaper Article| Facebook| Word of Mouth| Email/Web| Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564553,"2014-05-05 06:00:42","2014-05-05 06:00:42","63.249.68.13","US","United States","California","Male",,1,"63+","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Car",,"Yes","Live Oak",,"Yes","Yes","$51-100","No","more","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564554,"2014-05-05 06:09:02","2014-05-05 06:09:02","63.249.68.13","US","United States","California","Male",,1,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Bike",,,"Pleasure Point",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564555,"2014-05-05 06:24:27","2014-05-05 06:24:27","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article| Facebook",,"Community and family  fun",,"Walk",,,"Soquel",,"Yes","No","$1-10","No","free parking or change the hours eight am tio eight pm is to gtredy","Yes","Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564556,"2014-05-05 06:27:19","2014-05-05 06:27:19","63.249.68.13","US","United States","California","Male",,2,"41-62",,"radio","Closed road for walking| bicycling & playing| Free activities| music & info booths| Shopping & Dining",,"Bike",,,"Pleasure Point",,"Yes","No","$100+","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564558,"2014-05-05 06:53:30","2014-05-05 06:53:30","63.249.68.13","US","United States","California","Female",,1,"63+","Newspaper Article| Email/Web| Good Times ad",,"Closed road for walking| bicycling & playing",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","Yes","$1-10","No","nice idea. i hadnt seen the schedule and would have gotten here earlier if i had","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564560,"2014-05-05 06:56:50","2014-05-05 06:56:50","63.249.68.13","US","United States","California","Male",,2,"18-40","Newspaper Article| Facebook| Word of Mouth| Email/Web| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564561,"2014-05-05 07:49:41","2014-05-05 07:49:41","63.249.68.13","US","United States","California","Female",,3,"41-62",,,"Community and family  fun",,"Bike",,,"Live Oak",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564751,"2014-05-05 02:59:51","2014-05-05 02:59:51","63.249.68.13","US","United States","California","Female",,1,"63+","Newspaper Article| Email/Web",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$51-100","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564754,"2014-05-05 03:04:53","2014-05-05 03:04:53","63.249.68.13","US","United States","California","Male",,1,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Car",,"Yes","Live Oak",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564755,"2014-05-05 03:07:01","2014-05-05 03:07:01","63.249.68.13","US","United States","California","Female",,2,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Soquel",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564757,"2014-05-05 03:10:04","2014-05-05 03:10:04","63.249.68.13","US","United States","California","Male",,1,"63+","Word of Mouth",,,"volunteer","Car",,"Yes","Santa Cruz",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564758,"2014-05-05 03:18:53","2014-05-05 03:18:53","63.249.68.13","US","United States","California","Female",,"I did not come with my family","18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Bike",,,"Live Oak",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564759,"2014-05-05 03:21:59","2014-05-05 03:21:59","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Live Oak",,"Yes","Yes","$26-50","No",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564761,"2014-05-05 03:25:32","2014-05-05 03:25:32","63.249.68.13","US","United States","California","Male",,3,"0-17","Poster/Flier",,"Free activities| music & info booths",,,"skateboard",,"Capitola",,"Yes","No","$11-25","Yes",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564762,"2014-05-05 03:29:20","2014-05-05 03:29:20","63.249.68.13","US","United States","California","Male",,2,"41-62","Email/Web",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","No","$1-10","No","no","Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564766,"2014-05-05 03:31:54","2014-05-05 03:31:54","63.249.68.13","US","United States","California","Male",,2,"41-62","Email/Web",,"Free activities| music & info booths",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564768,"2014-05-05 03:37:31","2014-05-05 03:37:31","63.249.68.13","US","United States","California","Male",,2,"63+","Newspaper Article| Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$26-50","No","i think we should do it more often and we should encourage businesses to put tables etc out in front of their stores and resteraunts","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564769,"2014-05-05 03:42:03","2014-05-05 03:42:03","63.249.68.13","US","United States","California","Female",,"I did not come with my family","63+","Email/Web","volunteer","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Santa Cruz",,"Yes","Yes","$1-10","Yes",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564770,"2014-05-05 03:46:06","2014-05-05 03:46:06","63.249.68.13","US","United States","California","Female",,"I did not come with my family","63+","Newspaper Article",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564771,"2014-05-05 03:49:40","2014-05-05 03:49:40","63.249.68.13","US","United States","California","Female",,2,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,,"husband dropped us off",,"Santa Cruz",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564772,"2014-05-05 03:52:19","2014-05-05 03:52:19","63.249.68.13","US","United States","California","Female",,1,"63+","Newspaper Article",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No","more!!!!","Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564774,"2014-05-05 03:56:36","2014-05-05 03:56:36","63.249.68.13","US","United States","California","Female",,1,"41-62","Poster/Flier",,,"salsa dancing ","Bike",,,"Santa Cruz",,"Yes","Yes","$51-100","Yes","more salsa dancing","No","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564777,"2014-05-05 04:01:38","2014-05-05 04:01:38","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40",,"volunteered for sc open streets","Closed road for walking| bicycling & playing",,"Car","l","Yes","Santa Cruz",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564779,"2014-05-05 04:04:57","2014-05-05 04:04:57","63.249.68.13","US","United States","California","Female",,"I did not come with my family","0-17",,"my friend told me","Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Car",,"Yes","Santa Cruz",,"Yes","Yes","$1-10","Yes","music","Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564780,"2014-05-05 04:08:42","2014-05-05 04:08:42","63.249.68.13","US","United States","California","Female",,1,"0-17",,"my mom","Free activities| music & info booths",,,,,"Santa Cruz",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564781,"2014-05-05 04:15:20","2014-05-05 04:15:20","63.249.68.13","US","United States","California","Male",,4,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564783,"2014-05-05 04:18:38","2014-05-05 04:18:38","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No","do it more often-thanks!!!","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564784,"2014-05-05 04:21:40","2014-05-05 04:21:40","63.249.68.13","US","United States","California","Female",,3,"0-17",,"parents","Closed road for walking| bicycling & playing| Community and family  fun",,,"scootered",,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564786,"2014-05-05 04:34:00","2014-05-05 04:34:00","63.249.68.13","US","United States","California","Female",,1,"0-17","Email/Web",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Pleasure Point",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
