"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","heardOfBagBans","impressionOfBagBans",,"proposedBagBan","voteInFavor","includeFeeVoteYes","bagsFoundDecreased","trenchHasBags","carmelDoesntFee","highCostsPlasticBags","everyOtherCityFees","commentsOrSuggestions","howLongInSC","rentOrOwn","zip","childrenInHome","localMerchant","ageLower","whatYearBorn","gender","contactMeFor","Interviewers Name",,"Type","Platform","Agent","Referrer",,,
57280819,"2013-09-24 10:24:08","2013-09-24 10:24:08","70.197.7.247","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Probably no","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Don't know/ Not applicable","Makes no difference",,"5 years or less","Own",95066,"No",,0,,"Female",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57281078,"2013-09-24 08:50:26","2013-09-24 08:50:26","70.197.6.49","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male",,,"D","DeLeuw",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281079,"2013-09-24 09:01:54","2013-09-24 09:01:54","70.197.6.49","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee",,"Much more likely to support a $0.10 fee","Reward people for reusing bags - e.g. $0.05 like grocery stores do today  ","11-15 years","Own",95066,"Yes","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,"Patricia ","Schroeck",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281081,"2013-09-24 09:43:15","2013-09-24 09:43:15","70.197.6.49","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Why haven&apost we done it yet","more than 20 years","Rent",95066,"Yes","No",35,"1978-1974 (age 35-39)","Female",,,"H","Ysaguirre",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281082,"2013-09-24 09:52:15","2013-09-24 09:52:15","70.197.6.49","US","United States","California","No",,,"No","Probably no","Probably no",,,,,,"It&aposs a hassle ","more than 20 years","Own",,"Yes","No",0,,"Female",,,"Sherry","Gutierrez ",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281083,"2013-09-24 09:57:36","2013-09-24 09:57:36","70.197.6.49","US","United States","California","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","There&aposs got to be an alternative because it&aposs very annoying to have to pay for a bag when you need one and I don&apost know what happens to the money that I pay ","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male",,,"Thomas","Adam",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281084,"2013-09-24 10:02:45","2013-09-24 10:02:45","70.197.6.49","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Own",95066,"Yes","No",30,"1983-1979 (age 30-34)","Female",,,"K","Kelsey ",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281085,"2013-09-24 10:13:55","2013-09-24 10:13:55","70.197.6.49","US","United States","California","Yes","No opinion.",,"No","Probably yes","Probably no","Makes no difference","Makes no difference",,,,,"more than 20 years","Rent",95066,"No","No",60,"1953-1949 (age 60-64)","Female",,,"Gloria","Doi",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281087,"2013-09-24 10:19:49","2013-09-24 10:19:49","70.197.6.49","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",55,"1958-1954 (age 55-59)","Female",,,"Jennifer","Miller",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281089,"2013-09-24 10:24:38","2013-09-24 10:24:38","70.197.6.49","US","United States","California","No",,,"Yes","Definitely no","Definitely no",,,,,,"Plastic bags can be recycled as well as anything else. Tote bags are a health concern and need to be replaced. ","more than 20 years","Own",95066,"Yes","No",30,"1983-1979 (age 30-34)","Male",,,"Gregg","Mumm",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57281999,"2013-09-24 10:52:21","2013-09-24 10:52:21","70.197.6.49","US","United States","California","No",,,"No","Definitely no","Definitely no",,,,,,"We lived in Europe and it&aposs pretty difficult to try and bag your own groceries for children and the elderly. People trying to save money on bags does more harm than good. ","5 years or less","Own",95066,"Yes","No",35,"1978-1974 (age 35-39)","Female",,,"Penelope","Sherman",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57282015,"2013-09-24 10:52:36","2013-09-24 10:52:36","70.197.7.247","US","United States","California","Yes","They've had a positive impact.",,"No","Don't know","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Somewhat more likely to support a $0.10 fee",,"5 years or less","Rent",95066,"No","No",68,"1948 or earlier (age 65+)","Male",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
58472226,"2013-09-17 06:38:16","2013-09-17 06:38:16","174.240.36.198","US","United States","California",,,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
58472227,"2013-09-17 08:49:20","2013-09-17 08:49:20","174.240.36.198","US","United States","California",,,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
58472229,"2013-09-17 09:36:07","2013-09-17 09:36:07","174.240.36.198","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely no","Definitely no","Much more likely to support a ban","Much more likely to support a ban","Don't know/ Not applicable","Makes no difference","Makes no difference",,"more than 20 years",,95066,"Yes","Yes",50,"1963-1959 (age 50-54)","Female","I would like to receive updates about this topic",,"Cathy",,,"Manu Koenig",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
58472233,"2013-09-17 09:48:30","2013-09-17 09:48:30","174.240.36.198","US","United States","California","Yes","No opinion.",,"Yes","Definitely yes","Definitely no","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Rent",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,"Charles",,,"Manu Koenig",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
58472237,"2013-09-17 10:26:58","2013-09-17 10:26:58","174.240.36.198","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Probably yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"5 years or less","Rent",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female","I would not like to be contacted",,,,,"Manu Koenig",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
58472239,"2013-09-17 10:40:50","2013-09-17 10:40:50","174.240.36.198","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Don't know","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","i would like suggestions on better ways to dispose of cat litter other than plastic and is there a possibility for using recycled materials to make plastic and paper bags.","more than 20 years","Rent",90566,"No","No",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,"Manu Koenig",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
83371522,"2014-04-09 01:45:49","2014-04-09 01:48:05","63.249.68.10","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years","Own",95060,"No","No",25,"1988-1984 (age 25-29)","Male",,,,,,,,"Browser, Direct","Mac OS X 10.7","Chrome 0.0"
53913710,"2013-09-10 08:25:55","2013-09-10 08:25:55","70.211.65.16","US","United States","Georgia",,,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53913712,"2013-09-10 09:46:19","2013-09-10 09:46:19","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Somewhat more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"16-20 years","Rent",95066,"No","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53913717,"2013-09-10 09:58:43","2013-09-10 09:58:43","70.211.65.16","US","United States","Georgia","Yes","They've had little to no impact.",,"No","Definitely yes","Definitely no","Somewhat more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"Yes","No",25,"1988-1984 (age 25-29)","Male","I would not like to be contacted",,,,,,"ariel hunter","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53913720,"2013-09-10 10:07:01","2013-09-10 10:07:01","70.211.65.16","US","United States","Georgia","Yes","No opinion.",,"Yes","Probably no","Probably yes","Somewhat more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,,"ariel hunter","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53913723,"2013-09-10 10:27:36","2013-09-10 10:27:36","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,,,,,"ariel hunter","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53913726,"2013-09-10 10:47:43","2013-09-10 10:47:43","70.211.65.16","US","United States","Georgia","No",,,"No","Definitely yes","Probably no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Makes no difference","dontblike the charges but progress for the environment is good andthe bans make me more likely to use reusable","16-20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,,"ariel hunter","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53913728,"2013-09-10 10:56:22","2013-09-10 10:56:22","70.211.65.16","US","United States","Georgia","Yes","They've had little to no impact.",,"No","Definitely yes","Definitely no","Much more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"16-20 years","Own",95066,"Yes","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54287209,"2013-09-11 08:59:38","2013-09-11 08:59:38","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",50,"1963-1959 (age 50-54)","Male","I would not like to be contacted",,,,,,"ariel hunter","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54287212,"2013-09-11 09:25:58","2013-09-11 09:25:58","70.211.65.16","US","United States","Georgia","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,,,,,"ariel hunter","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54287215,"2013-09-11 09:36:07","2013-09-11 09:36:07","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"Yes","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","very awre of plasticdamage andin support of reusable","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would like to receive updates about this topic, I would like to volunteer with Save Our Shores",,"donna","maurillo",,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54287216,"2013-09-11 09:43:37","2013-09-11 09:43:37","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years","Rent",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would like to volunteer with Save Our Shores",,"bonnie","doran",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54287218,"2013-09-11 10:12:42","2013-09-11 10:12:42","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54287219,"2013-09-11 10:41:29","2013-09-11 10:41:29","70.211.65.16","US","United States","Georgia","Yes","They've had little to no impact., The fee for paper bags is too high.",,"Yes","Definitely no","Definitely no","Makes no difference","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","dont think banning isthebest idea ,need better education, off more opportunities for people to easily recycle","6-10 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603345,"2013-09-12 09:26:34","2013-09-12 09:26:34","70.211.65.16","US","United States","Georgia","Yes","They've had little to no impact.",,"Yes","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603347,"2013-09-12 09:52:21","2013-09-12 09:52:21","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","great idea. trying to get rid of plastics too. ","more than 20 years","Own",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Female","I would like to receive updates about this topic",,"gina","engelund",,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603348,"2013-09-12 10:03:08","2013-09-12 10:03:08","70.211.65.16","US","United States","Georgia","Yes",,"fee paper too low","No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","increase paper fee its not enough","16-20 years","Own",95066,"No","Yes",50,"1963-1959 (age 50-54)","Male","I would like to receive a one-time link to the community forum on this topic",,"steve","harris",,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603351,"2013-09-12 10:43:38","2013-09-12 10:43:38","70.211.65.16","US","United States","Georgia","Yes","No opinion.",,"No","Probably yes","Don't know","Makes no difference","Somewhat more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Makes no difference",,"11-15 years","Own",95066,"Yes","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55020729,"2013-09-13 09:39:46","2013-09-13 09:39:46","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","dog poo bags that are biodegradable or compostable","11-15 years","Own",95066,"No","No",35,"1978-1974 (age 35-39)","Female","I would not like to be contacted",,,,,,"norm beeson","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55020732,"2013-09-13 09:51:53","2013-09-13 09:51:53","70.211.65.16","US","United States","Georgia","Yes","They've had little to no impact.",,"Yes","Definitely no","Definitely no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,,"norm beeson","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55020734,"2013-09-13 10:00:44","2013-09-13 10:00:44","70.211.65.16","US","United States","Georgia","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Rent",95066,"Yes","No",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,,"norm beeson","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55020737,"2013-09-13 10:27:31","2013-09-13 10:27:31","70.211.65.16","US","United States","Georgia","Yes","The fee for paper bags is too high.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,,"norm beeson","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55020346,"2013-09-13 09:31:00","2013-09-13 09:31:00","174.240.1.62","US","United States","Maine","Yes","They've had a positive impact.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Why is it taking so long","11-15 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55020348,"2013-09-13 09:44:05","2013-09-13 09:44:05","174.240.1.62","US","United States","Maine","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"11-15 years","Own",95066,"Yes","No",55,"1958-1954 (age 55-59)","Female","I would like to volunteer with Save Our Shores",,"Isabella","Soliz",,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55020357,"2013-09-13 11:06:54","2013-09-13 11:06:54","174.240.1.62","US","United States","Maine","Yes","They've had little to no impact.",,"Yes","Probably yes","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","The fee makes money for the stores. If the fee went to sos or schools i would support it","more than 20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064149,"2013-09-21 08:51:06","2013-09-21 08:51:06","174.253.224.39","US","United States","New Jersey","Yes","The fee for paper bags is too high.",,"Yes",,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064150,"2013-09-21 08:57:19","2013-09-21 08:57:19","174.253.224.39","US","United States","New Jersey",,,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064154,"2013-09-21 08:59:43","2013-09-21 08:59:43","174.253.224.39","US","United States","New Jersey",,,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064156,"2013-09-21 09:14:36","2013-09-21 09:14:36","174.253.224.39","US","United States","New Jersey","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Education simple about paper bags. Would like to see more info. Disseminated.  ","16-20 years","Own",95066,"Yes","No",30,"1983-1979 (age 30-34)","Male","I would like to receive updates about this topic",,"Cale","Garamendi",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064157,"2013-09-21 09:41:47","2013-09-21 09:41:47","174.253.224.39","US","United States","New Jersey","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",,"Yes","No",30,"1983-1979 (age 30-34)","Female","I would not like to be contacted",,,,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794939,"2013-09-16 03:34:31","2013-09-16 03:34:31","70.197.5.97","US","United States","Nevada","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would like to receive a one-time link to the community forum on this topic",,"leslie","white",,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794940,"2013-09-16 03:48:38","2013-09-16 03:48:38","70.197.5.97","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"5 years or less","Own",95066,"No","No",30,"1983-1979 (age 30-34)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794941,"2013-09-16 03:58:10","2013-09-16 03:58:10","70.197.5.97","US","United States","Nevada","Yes","They've had little to no impact.",,"Yes","Probably no","Probably no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Makes no difference","Somewhat more likely to support a $0.10 fee",,"16-20 years","Own",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794943,"2013-09-16 04:05:57","2013-09-16 04:05:57","70.197.5.97","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","Yes",25,"1988-1984 (age 25-29)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794948,"2013-09-16 04:14:04","2013-09-16 04:14:04","70.197.5.97","US","United States","Nevada","Yes","No opinion.",,"No","Definitely no","Definitely no","Makes no difference","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"5 years or less","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794951,"2013-09-16 04:55:34","2013-09-16 04:55:34","70.197.5.97","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference","i support the ban on plastic bags but what concerns me is that we use the plastic bags to bag our trash before throwing them in the garbage bins. we need a way to be able to throw our trash out not using the bags.   ","16-20 years","Rent",95066,"No","No",18,"1995-1989 (age 18-24)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794952,"2013-09-16 05:01:26","2013-09-16 05:01:26","70.197.5.97","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Don't know","Don't know","Somewhat more likely to support a ban","Much more likely to support a ban","Don't know/ Not applicable","Somewhat more likely to support a $0.10 fee","Makes no difference",,"5 years or less","Own",95066,"Yes","No",35,"1978-1974 (age 35-39)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794956,"2013-09-16 05:27:51","2013-09-16 05:27:51","70.197.5.97","US","United States","Nevada","Yes","The fee for paper bags is too high.",,"No","Probably yes","Probably no","Somewhat more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"11-15 years","Rent",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55794957,"2013-09-16 05:40:26","2013-09-16 05:40:26","70.197.5.97","US","United States","Nevada","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","fisherman lines are a bigger problem, and people need to be responsible for their own trash.","6-10 years","Own",95066,"Yes","Yes",50,"1963-1959 (age 50-54)","Female","I would like to receive a one-time link to the community forum on this topic",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218468,"2013-09-17 08:49:03","2013-09-17 08:49:03","70.197.5.200","US","United States","Nevada",,,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218470,"2013-09-17 09:29:57","2013-09-17 09:29:57","70.197.5.200","US","United States","Nevada","Yes","They've had little to no impact.",,"No","Probably no","Probably no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"Yes","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218471,"2013-09-17 09:37:37","2013-09-17 09:37:37","70.197.5.200","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Probably yes","Probably no","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"6-10 years","Rent",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Female","I would like to receive a one-time link to the community forum on this topic",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
